Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2015,Hayes Pullard,USC,ILB,72.5,240,9.63,31.25,,4.78,19,31,110,4.39,7.07,
2015,A.J. Tarpley,Stanford,ILB,73,233,,,,4.84,,,,,,
2015,Michael Taylor,Florida,ILB,71,227,,,,4.78,,,,,,
2015,John Timu,Washington,ILB,73,241,,,,4.83,,,,,,
2015,Zach Vigil,Utah State,ILB,74,236,,,,4.68,,,,,,
2015,Chase Williams,Virginia Tech,ILB,73,231,,,,4.83,,,,,,
2015,Damien Wilson,Minnesota,ILB,72,245,9.38,33.75,,4.77,22,37,119,4.2,7.21,11.68
2015,Ramik Wilson,Georgia,ILB,74,237,10.63,33,,4.77,23,35,111,4.51,,
2014,Lamin Barrow,LSU,ILB,73.38,237,10.38,33.38,,4.64,22,35,123,4.35,7.24,
2014,Chris Borland,Wisconsin,ILB,71.5,248,9.88,29.25,32,4.83,27,31,113,4.27,7.18,
2014,Preston Brown,Louisville,ILB,73.25,251,10.25,33.5,,4.86,23,33,115,4.26,6.98,
2014,Max Bullough,Michigan State,ILB,75.5,249,9.38,31,,4.78,30,31,111,4.3,7.22,
2014,Jeremiah George,Iowa State,ILB,71.25,234,9.25,31.88,,4.91,28,33,115,,,
2014,Christian Jones,Florida State,ILB,75.13,240,9.63,33.5,,4.74,,33.5,114,,,
2014,James Morris,Iowa,ILB,72.88,241,9.13,30.75,,4.8,18,34.5,116,4.36,6.94,
2014,C.J. Mosley,Alabama,ILB,74,234,10.75,33.38,,4.65,,35,116,4.4,7.3,
2014,Yawin Smallwood,Connecticut,ILB,74.25,246,9.5,31.75,,,18,36.5,108,,,
2014,Avery Williamson,Kentucky,ILB,73,246,9.5,32.75,,4.66,25,30.5,120,4.07,7.11,
2013,Sam Barrington,South Florida,ILB,72.88,246,10.25,32.28,,4.91,22,32.5,117,,,
2013,Steve Beauharnais,Rutgers,ILB,72.88,240,9.13,32.68,,4.84,19,33,118,4.2,6.99,11.95
2013,Jon Bostic,Florida,ILB,72.88,245,9.63,33.08,23,4.61,22,32.5,118,4.24,6.99,
2013,Brandon Hepburn,Florida A&M,ILB,74.5,240,9,32.48,,4.68,21,32,124,4.55,7.4,
2013,A.J. Klein,Iowa State,ILB,73.25,250,10.25,32.78,,4.66,20,,113,,,
2013,Kevin Minter,LSU,ILB,71.75,246,9.38,32.08,,4.81,25,33,119,,,
2013,Kevin Reddick,North Carolina,ILB,73.38,243,9.75,32.28,,4.72,23,,113,,,
2013,Jonathan Stewart,Texas A&M,ILB,75.75,242,9.38,32.58,,4.68,19,31,118,4.53,7.44,
2013,Bruce Taylor,Virginia Tech,ILB,73.38,234,10.38,33.18,,5.01,19,30.5,115,4.39,7.21,
2013,Manti Te'o,Notre Dame,ILB,73.25,241,,32.48,23,4.82,,33,113,4.27,7.13,
2013,Tom Wort,Oklahoma,ILB,73,235,8.75,31.08,,4.78,21,31.5,111,4.51,7.41,12.36
2012,Vontaze Burfict,Arizona State,ILB,73.38,248,9.75,31.25,,5,,30,104,,,
2012,Tank Carder,TCU,ILB,74.38,236,9.13,31.5,,4.58,19,34.5,121,4.18,6.89,11.53
2012,Audie Cole,North Carolina State,ILB,76.13,246,10,32.75,,4.76,15,35,114,4.29,6.96,
2012,Chris Galippo,USC,ILB,73.5,241,9.25,30.5,,4.73,19,29.5,107,4.1,6.9,11.78
2012,Najee Goode,West Virginia,ILB,72.13,244,9,31.88,,4.55,,35.5,117,,,
2012,Dont'a Hightower,Alabama,ILB,74.25,265,9.75,32.63,,4.62,,32,,,,
2012,James-Michael Johnson,Nevada,ILB,73.13,241,9.38,32.88,,4.6,23,37,124,4.37,7.34,12.06
2012,Mychal Kendricks,California,ILB,71.13,239,,31.63,,4.44,24,39.5,127,4.19,,
2012,Luke Kuechly,Boston College,ILB,75.25,242,9.75,31,,4.58,27,38,123,4.12,6.92,11.43
2012,Shawn Loiseau,Merrimack (MA),ILB,72.5,244,8.38,30.75,,4.74,19,32.5,109,,,
2012,Caleb McSurdy,Montana,ILB,73.25,245,9.38,30.88,,4.82,26,30,110,4.28,7.26,12.3
2012,Keenan Robinson,Texas,ILB,75,242,9.75,33,,4.72,27,35.5,120,,,
2011,Jeremy Beal,Oklahoma,ILB,74.25,262,10.38,33,,5.14,22,28.5,106,4.46,7.2,
2011,Nick Bellore,Central Michigan,ILB,73,245,9.88,30.75,,4.84,23,32.5,109,4,6.98,11.62
2011,Akeem Dent,Georgia,ILB,73,242,10,32,,4.78,24,37.5,123,,,
2011,Greg Jones,Michigan State,ILB,72.13,242,10,32,,4.75,21,31.5,117,4.27,7.21,11.82
2011,Orie Lemon,Oklahoma State,ILB,72.75,242,10.13,32,,4.87,27,30,113,4.4,7.45,11.88
2011,Greg Lloyd,Connecticut,ILB,73.13,246,10.13,33.5,,4.8,22,32,109,4.46,7.17,11.77
2011,Casey Matthews,Oregon,ILB,72.88,231,8.5,31.5,,4.78,13,,,,,
2011,Colin McCarthy,Miami (FL),ILB,73.38,238,10.25,29.5,,4.59,23,36.5,119,4.2,6.93,11.38
2011,Michael Mohamed,California,ILB,75,239,9.5,33,,4.65,21,32,115,4,6.7,11.25
2011,Kelvin Sheppard,LSU,ILB,73.88,250,9.63,31.75,,4.64,22,33.5,110,4.28,,
2011,Quan Sturdivant,North Carolina,ILB,73,241,10,32.5,,4.63,21,34,115,4.5,,
2011,Chris White,Mississippi State,ILB,74.75,240,9,30.88,,4.68,17,34,115,4.25,6.95,11.58
2011,Martez Wilson,Illinois,ILB,76,250,9.75,34.63,,4.42,23,36,124,4.28,7.04,
2010,Pat Angerer,Iowa,ILB,72.25,235,9.13,30.5,,4.71,26,35,110,4.29,7.04,
2010,Jason Beauchamp,UNLV,ILB,75,244,,,,4.89,21,39.5,120,,7.1,
2010,Donald Butler,Washington,ILB,73.13,245,,,,4.62,35,,,,,
2010,Lee Campbell,Minnesota,ILB,74.38,247,9.63,31.5,,4.88,17,34,108,4.4,7.27,
2010,Jamar Chaney,Mississippi State,ILB,72.75,242,,,,4.54,26,39,124,4.29,6.9,
2010,Phillip Dillard,Nebraska,ILB,72.25,245,,,,4.65,,31.5,106,4.43,7.16,
2010,Travis Goethel,Arizona State,ILB,74.5,240,,,,4.81,21,35,111,4.54,6.93,
2010,Josh Hull,Penn State,ILB,74.75,237,9,32.75,,4.93,25,32.5,115,4.07,6.86,11.31
2010,Micah Johnson,Kentucky,ILB,73.5,258,9.25,32,,4.99,31,29,,,,
2010,Boris Lee,Troy,ILB,72.5,238,9.75,32,,4.94,27,32.5,112,,,
2010,Sean Lee,Penn State,ILB,74.13,236,8.75,32,,4.71,24,37.5,120,,,
2010,Rolando McClain,Alabama,ILB,76,249,9.38,33,,4.68,24,,,,,
2010,Albert McClellan,Marshall,ILB,73,247,,,,4.75,26,36.5,119,4.21,7.24,
2010,Mike McLaughlin,Boston College,ILB,72.25,242,,,,4.84,29,38.5,114,4.11,6.85,
2010,Darryl Sharpton,Miami (FL),ILB,71.38,236,9.88,32.5,,4.81,24,,,4.42,7.19,
2010,Brandon Spikes,Florida,ILB,74.88,249,,,,5.05,,29,111,,6.97,
2010,Kion Wilson,South Florida,ILB,73,239,10.13,32.5,,4.87,27,36.5,123,4.53,,
2009,Stanley Arnoux,Wake Forest,ILB,72,232,,,,4.56,19,31.5,121,4.39,7.22,
2009,Darry Beckwith,LSU,ILB,73,234,,,,4.75,23,26.5,110,4.5,7.39,
2009,Jasper Brinkley,South Carolina,ILB,73.63,252,,,,4.67,26,35.5,114,4.32,7.03,
2009,Anthony Felder,California,ILB,73.88,233,,,,4.69,28,,116,,,
2009,Mortty Ivy,West Virginia,ILB,73.5,248,,,,4.88,18,25.5,104,4.75,7.35,
2009,James Laurinaitis,Ohio State,ILB,73.88,244,,,,4.76,22,33,115,4.24,6.93,
2009,Rey Maualuga,USC,ILB,73.75,249,,,15,4.78,23,,107,,,
2009,Scott McKillop,Pittsburgh,ILB,72.88,244,,,,4.7,27,35.5,119,4.39,7,11.66
2009,Gerald McRath,Southern Mississippi,ILB,73.88,231,,,,4.49,19,34,123,4.35,7.24,11.51
2009,Jason Phillips,TCU,ILB,72.75,239,,,,4.6,20,34,120,4.32,,
2009,Worrell Williams,California,ILB,70.75,240,,,,4.83,23,35,111,,,
2009,Morris Wooten,Arizona State,ILB,73,231,,,,5,15,,117,,,
2008,Steve Allen,West Texas A&M,ILB,72.5,236,9.25,33.13,,4.91,17,,111,,,
2008,Jo-Lonn Dunbar,Boston College,ILB,72.5,231,9.38,31.88,,4.84,19,27,112,,,
2008,Jonathan Goff,Vanderbilt,ILB,74,245,10,34.25,,4.73,28,31.5,118,4.26,6.86,11.5
2008,Tavares Gooden,Miami (FL),ILB,73.25,234,10.25,32.5,,4.65,22,35,118,,,
2008,Spencer Larsen,Arizona,ILB,73.75,238,9.75,31.88,,4.91,27,28.5,113,4.55,7.68,12.48
2008,Curtis Lofton,Oklahoma,ILB,72,246,9.5,31.63,,4.85,23,24.5,105,4.56,7.69,
2008,Jerod Mayo,Tennessee,ILB,73.25,242,9.25,32.88,,4.59,,32,114,4.29,7.31,11.89
2008,Jameel McClain,Syracuse,ILB,72.75,249,9.25,32.13,,4.8,24,26,110,4.31,7.12,
2008,Philip Wheeler,Georgia Tech,ILB,73.88,248,9.75,33,,4.82,24,31,118,4.29,7.11,
2008,Thomas Williams,USC,ILB,72.9,238,8.38,32,,4.89,26,29.5,113,,,
2007,Jon Abbate,Wake Forest,ILB,69.75,231,8.38,30,,5.05,26,38.5,115,4.33,7.12,
2007,Desmond Bishop,California,ILB,73.88,239,9.75,32.75,,4.8,33,,,,,
2007,Buster Davis,Florida State,ILB,69.38,239,9.13,30,,4.51,24,35.5,115,4.37,6.66,11.3
2007,Zak DeOssie,Brown,ILB,76.63,250,10.5,35.5,,4.61,26,34.5,122,4.22,6.89,11.5
2007,Justin Durant,Hampton,ILB,72.88,230,10.25,33.5,,4.55,25,36,121,4.09,6.77,11.44
2007,David Harris,Michigan,ILB,74.25,243,9.13,32.88,,4.6,23,33,107,4.29,7.25,
2007,Zach Latimer,Oklahoma,ILB,73.75,237,9,31.38,,4.81,19,34,109,4.45,7.27,
2007,Marvin Mitchell,Tennessee,ILB,75,249,10.25,33,,4.94,22,32,108,4.25,7.29,
2007,Michael Okwo,Stanford,ILB,71.38,232,10.13,33,,4.73,20,35.5,121,4.43,7.12,12.02
2007,Blair Phillips,Oregon,ILB,73.13,243,9.5,35.25,,4.89,23,30.5,106,4.48,7.01,
2007,Brandon Siler,Florida,ILB,73.75,241,10.13,34.75,,4.64,,30.5,109,,7.34,
2007,Kelvin Smith,Syracuse,ILB,74,240,8.75,32,,4.82,26,32,110,4.42,7.19,12.25
2007,Justin Warren,Texas A&M,ILB,74.63,245,8.75,34.38,,4.92,16,29.5,115,,,
2007,Anthony Waters,Clemson,ILB,74.63,245,9.75,33.38,,4.59,25,,,,,
2007,Patrick Willis,Mississippi,ILB,73.1,242,9.75,34,,4.53,22,39,119,4.46,7.23,11.9
2006,Trent Bray,Oregon State,ILB,72.63,231,9.63,30.13,,4.91,18,32,109,4.41,7.15,11.69
2006,Tim Dobbins,Iowa State,ILB,73.13,246,9.38,31.13,,4.61,23,35.5,110,4.39,7.25,11.97
2006,Spencer Havner,UCLA,ILB,75.38,242,10.38,32.25,,4.71,,39,116,4.07,6.81,11.27
2006,Abdul Hodge,Iowa,ILB,72.38,236,8.88,32.5,,4.82,,31,108,4.3,7.09,11.69
2006,Oliver Hoyte,North Carolina State,ILB,74.63,245,9.25,31.75,,4.98,19,32,112,4.3,7.47,11.97
2006,D'Qwell Jackson,Maryland,ILB,72.5,230,9.13,30.75,,4.77,19,37,116,4.36,7.05,11.89
2006,Freddy Keiaho,San Diego State,ILB,71.25,224,9.38,31,,4.65,15,36,113,4.12,7.01,11.62
2006,Tim McGarigle,Northwestern,ILB,72.63,242,9.25,29.25,,4.78,,38,118,4.07,7.09,11.36
2006,Kai Parham,Virginia,ILB,75,256,10.25,33.38,,5.04,30,35,116,4.33,7.35,12.19
2006,Freddie Roach,Alabama,ILB,73.88,257,9.25,31.5,,4.96,,34,111,4.42,7.49,
2006,Dale Robinson,Arizona State,ILB,72.38,231,9.38,31.88,,4.84,18,33,108,4.3,7.29,11.98
2006,Anthony Schlegel,Ohio State,ILB,72.5,250,8.63,29.38,,4.86,21,32,111,4.38,7.41,12.18
2006,Stephen Tulloch,North Carolina State,ILB,70.75,241,9.5,30.75,,4.93,27,33.5,113,4.15,7.19,12.07
2006,Gerris Wilkinson,Georgia Tech,ILB,75,233,9.63,33.63,,4.68,19,39,122,4.17,7.21,11.81
2006,Leon Williams,Miami (FL),ILB,75,245,9.5,32,,4.6,25,,,,,
2005,Liam Ezekiel,Northeastern (MA),ILB,72.1,249,9.25,30.25,,4.83,36,34.5,117,4.12,7.27,11.27
2005,Alfred Fincher,Connecticut,ILB,74,238,,,,4.68,25,31.5,112,4.48,7.7,
2005,Mike Goolsby,Notre Dame,ILB,75,249,9.38,31.13,,5,,29.5,112,4.36,7.31,12.07
2005,Boomer Grigsby,Illinois State,ILB,73,249,,,,4.6,32,35.5,112,,7.1,
2005,Leroy Hill,Clemson,ILB,73,229,9.75,32.63,,4.7,25,34,116,4.1,7.23,
2005,Marcus Lawrence,South Carolina,ILB,74.1,243,10.38,32,,4.65,19,34,120,4.32,7.16,
2005,Robert McCune,Louisville,ILB,72,245,9.25,30.88,,4.51,34,,,,,
2005,Lance Mitchell,Oklahoma,ILB,74.1,247,10,31.75,,4.91,15,33.5,,4.38,7.49,
2005,Kirk Morrison,San Diego State,ILB,73,235,9.25,31.5,,4.69,25,,,4.31,,
2005,Martin Patterson,TCU,ILB,73.5,243,9.25,32,,4.92,21,34,110,4.2,7.31,11.88
2005,Barrett Ruud,Nebraska,ILB,74.5,241,9.25,30.63,,4.76,25,34.5,108,3.94,7.22,11.77
2005,Adam Seward,UNLV,ILB,74.3,248,9.75,31.63,,4.61,33,36.5,120,4.11,7.16,11.5
2005,Lofa Tatupu,USC,ILB,71.9,238,10,31.63,,4.84,23,35,113,4.16,7.31,
2005,Odell Thurman,Georgia,ILB,72.1,233,9.88,32.25,,4.7,23,34,113,4.28,7.47,
2004,Jorge Cordova,Nevada,ILB,74,237,,,,4.68,22,35.5,,4.17,7.28,
2004,Rod Davis,Southern Mississippi,ILB,74,239,9.25,31.63,,4.71,,,114,4.02,7.2,11.35
2004,Ryan Fowler,Duke,ILB,75.1,250,9.38,32,,4.76,35,37.5,118,4.19,7.19,11.62
2004,Niko Koutouvides,Purdue,ILB,74.5,244,8.88,31.88,,4.73,,30.5,108,3.88,6.98,11.23
2004,Caleb Miller,Arkansas,ILB,75.3,224,9,33.25,,4.71,23,34.5,120,3.93,6.85,10.95
2004,Robert Reynolds,Ohio State,ILB,75.5,251,9.5,31,,4.79,18,32.5,116,3.94,7.17,11.46
2004,Richard Seigler,Oregon State,ILB,74.3,244,8.88,30.75,,4.75,25,,,,,
2004,Cody Spencer,North Texas,ILB,74.5,242,9.75,31.63,,4.67,27,34.5,116,4.08,6.94,11.52
2003,Solomon Bates,Arizona State,ILB,73.4,243,8.63,32,,4.88,19,30,112,4.32,7.22,11.63
2003,Lance Briggs,Arizona,ILB,72.6,242,9.5,31,,4.78,25,33,113,,,
2003,Mark Brown,Auburn,ILB,72.4,238,9.75,30.75,,4.85,,37.5,121,4.17,7.35,11.7
2003,Angelo Crowell,Virginia,ILB,72.4,236,10.13,30.63,,4.71,25,32.5,,4.26,7.07,
2003,Lawrence Flugence,Texas Tech,ILB,73.1,239,10.25,31.5,,4.86,23,34,106,4.34,7.4,11.72
2003,Tony Gilbert,Georgia,ILB,71.9,251,9.38,29.38,,4.86,19,27.5,109,,,
2003,Mario Haggan,Mississippi State,ILB,74.6,252,9.63,32.88,,4.84,21,33,110,4.38,7.54,12.2
2003,Byron Hardmon,Florida,ILB,73,232,10.13,32.75,,4.78,17,32.5,115,4.36,7.55,12.18
2003,Gerald Hayes,Pittsburgh,ILB,72.9,238,9.25,30.75,,4.75,,30.5,107,4.35,7.57,12.08
2003,E.J. Henderson,Maryland,ILB,72.9,245,10,32.75,,4.8,20,,,,,
2003,Victor Hobson,Michigan,ILB,72.5,252,10,32.5,,4.88,29,33,117,4.32,7.25,11.5
2003,Bradie James,LSU,ILB,74.4,242,9.5,32.25,,4.71,,32.5,113,4.52,7.53,11.96
2003,LaMarcus McDonald,TCU,ILB,73.3,227,9.38,31.38,,4.97,,31,110,4.44,7.59,12.21
2003,Kawika Mitchell,South Florida,ILB,73,253,,,,4.69,25,37,117,4.24,7.32,
2003,Terry Pierce,Kansas State,ILB,73.4,251,9.88,32.25,,4.7,28,27.5,,,,
2003,Terrence Robinson,Oklahoma State,ILB,72.4,240,9,31,,4.97,19,33.5,116,4.33,7.6,11.97
2003,Clifton Smith,Syracuse,ILB,74.4,253,8.38,32.88,,4.88,,,,,,
2003,Keyon Whiteside,Tennessee,ILB,71.9,229,9.25,30.63,,4.74,27,29,111,4.33,7.3,12.18
2002,Jamie Burrow,Nebraska,ILB,72.8,249,10.25,32,,4.89,18,30.5,98,4.21,7.28,
2002,Andra Davis,Florida,ILB,72.9,244,10,33.5,,4.77,20,31.5,106,,,
2002,Justin Ena,BYU,ILB,75,247,9.5,33.75,,4.71,20,34,112,4.11,6.76,12.07
2002,Trev Faulk,LSU,ILB,74.6,241,10,32,,4.84,,32,116,,,
2002,Tyreo Harrison,Notre Dame,ILB,74,238,8.75,31.75,,4.88,,40,114,,7.24,
2002,D.D. Lewis,Texas,ILB,73,235,,,,4.7,24,33.5,114,,,
2002,Quincy Monk,North Carolina,ILB,75.4,250,9,32.25,,4.8,26,33.5,112,4.38,7.46,12.14
2002,Jermaine Petty,Arkansas,ILB,74.9,261,9,32.5,,4.79,20,33.5,114,4.34,,
